,data,nome_feriado,tipo_feriado,descricao_feriado,UF,Cidade
244,19/03/2018,São José,MUNICIPAL,Dia de São José,SP,São José do Rio Pardo 
245,30/03/2018,Sexta-Feira Santa,MUNICIPAL,Sexta-Feira Santa,SP,São José do Rio Preto 
246,31/05/2018,Corpus Christi,MUNICIPAL,Corpus Christi,SP,São José do Rio Preto 
247,19/03/2018,"Dia de São José, Padroeiro da Cidade - Lei 2.096, de 30/11/2012",MUNICIPAL,"De acordo com a Lei nº 8821, de 27/11/2012",SP,São José dos Campos 
248,27/07/2018,"Data de Fundação da Cidade - Lei 1324, DE 23/02/1967",MUNICIPAL, https://www.leismunicipais.com.br/a/sp/s/sao-jose-dos-campos/lei-ordinaria/1967/132/1324/lei-ordinaria-n-1324-1967-dispoe-sobre-os-feriados-locais.html,SP,São José dos Campos 
249,30/03/2018,Sexta-feira da Paixão,MUNICIPAL,Sexta-feira da Paixão,SP,São Luís do Paraitinga 
250,02/04/2018,São Benedito,MUNICIPAL,Dia de São Benedito,SP,São Luís do Paraitinga 
251,08/05/2018,Aniversário da cidade,MUNICIPAL,Celebração da fundação do município,SP,São Luís do Paraitinga 
252,19/08/2018,São Luiz de Tolosa,MUNICIPAL,Padroeiro do município,SP,São Luís do Paraitinga 
253,08/12/2018,Nossa Sra da Conceição,MUNICIPAL,Consagração a Nossa Senhora,SP,São Luís do Paraitinga 
254,20/11/2018,Dia da Consciência Negra,MUNICIPAL,Lei Municipal n° 790/2010,SP,São Manuel 
255,01/04/2018,Páscoa,MUNICIPAL,"A Páscoa é um evento religioso cristão, normalmente considerado pelas igrejas ligadas a esta corrente religiosa como a maior e a mais importante festa da Cristandade. Na Páscoa os cristãos celebram a Ressurreição de Jesus Cristo depois da sua morte.",SP,São Miguel Arcanjo 
256,25/01/2018,Aniversário da Cidade,MUNICIPAL,conforme Lei nº 14.485 de 19 de julho de 2007,SP,São Paulo 
257,30/03/2018,Sexta-feira Santa,MUNICIPAL,conforme Lei nº 14.485 de 19 de julho de 2007,SP,São Paulo 
258,31/05/2018,Corpus Christi,MUNICIPAL,conforme Lei nº 14.485 de 19 de julho de 2007,SP,São Paulo 
259,02/11/2018,Finados,MUNICIPAL,conforme Lei nº 14.485 de 19 de julho de 2007,SP,São Paulo 
260,20/11/2018,Dia da Consciência Negra,MUNICIPAL,conforme Lei nº 14.485 de 19 de julho de 2007,SP,São Paulo 
261,20/11/2018,Dia da Consciência Negra,MUNICIPAL,"Homenagem a Zumbi dos Palmares, dia da consciência negra.",SP,São Sebastião 
262,22/01/2018,Aniversário da Cidade,MUNICIPAL,"Aniversário da Fundação de São Vicente, conforme Lei Municipal 1.332/67",SP,São Vicente 
263,30/03/2018,Sexta-Feria Santa,MUNICIPAL,"Sexta-Feria Santa, conforme Lei Municipal 1.332/67",SP,São Vicente 
264,31/05/2018,Corpus Christi,MUNICIPAL,"Corpus Christi, conforme Lei Municipal 1.332/67",SP,São Vicente 
265,02/11/2018,Finados,MUNICIPAL,"Dia de Finados, conforme Lei Municipal 1.332/67",SP,São Vicente 
266,20/11/2018,Consciência Negra,MUNICIPAL,"Dia da Consciência Negra, definido pela lei Municipal 1.814-A/06, , alterada pela Lei 1.926/07",SP,São Vicente 
267,20/11/2018,Dia da Consciência Negra,MUNICIPAL,Lei Municipal No. 1.508/2009,SP,Sete Barras 
268,19/03/2018,São José,MUNICIPAL,Dia de São José,SP,Severínia 
269,20/11/2018,Dia da Consciência Negra,MUNICIPAL,"Lei Municipal No 8120, de 2007",SP,Sorocaba 
270,20/11/2018,Dia da Consciência Negra,MUNICIPAL,"Lei Municipal No 3922, de 2004",SP,Sumaré 
271,20/01/2018,"Dia de São Sebastião, padroeiro da Cidade",MUNICIPAL,http://leismunicipa.is/tgpch,SP,Suzano 
272,30/03/2018,Sexta-feira Santa,MUNICIPAL,conforme Decreto Municipal nº 8652 de 06 de janeiro de 2015,SP,Suzano 
273,31/05/2018,Corpus Christi,MUNICIPAL,conforme Decreto Municipal nº 8652 de 06 de janeiro de 2015,SP,Suzano 
274,20/11/2018,Dia da Consciência Negra,MUNICIPAL,"Lei Municipal No 4319, de 2009",SP,Suzano 
275,19/02/2018,Aniversário da cidade,MUNICIPAL,Emancipação do Município,SP,Taboão da Serra 
276,30/03/2018,Sexta-feira santa,MUNICIPAL,Sexta-feira santa,SP,Taboão da Serra 
277,31/05/2018,Corpus Christi,MUNICIPAL,Corpus Christi,SP,Taboão da Serra 
278,01/10/2018,Amor Misericordioso,MUNICIPAL,"Dia do Amor Misericordioso de Deus, de acordo com a lei 051/2015.",SP,Taboão da Serra 
279,19/03/2018,São José,MUNICIPAL,Dia de São José,SP,Taiaçu 
280,30/03/2018,Sexta-feira da Paixão,MUNICIPAL,"Sexta-feira da paixão, conforme Lei nº 4.128/07",SP,Taubaté 
281,22/04/2018,São Benedito,MUNICIPAL,"Festa de São Benedito, conforme Lei nº 4.128/07",SP,Taubaté 
282,31/05/2018,Corpus Christi,MUNICIPAL,Corpus Christi,SP,Taubaté 
283,04/10/2018,São Francisco de Assis,MUNICIPAL,"Comemorações do dia do padroeiro da cidade, São Francisco de Assis, conforme Lei nº 4.128/07",SP,Taubaté 
284,05/12/2018,Aniversário da Cidade,MUNICIPAL,"Aniversário da Cidade de Taubaté, conforme Lei nº 4.562/11",SP,Taubaté 
285,13/02/2018,Carnaval,MUNICIPAL,"Feriado de Carnaval, conforme lei nº 1242, de 26 de junho de 2014",SP,Terra Roxa 
286,30/03/2018,Sexta-Feira Santa,MUNICIPAL,"Feriado conforme lei nº 1242, de 26 de junho de 2014",SP,Terra Roxa 
287,31/05/2018,Corpus Christi,MUNICIPAL,"Feriado conforme lei nº 1242, de 26 de junho de 2014",SP,Terra Roxa 
288,19/03/2018,São José,MUNICIPAL,Dia de São José,SP,Torrinha 
289,28/10/2018,Aniversário da Cidade,MUNICIPAL,Aniversário da Cidade de Ubatuba,SP,Ubatuba 
290,10/08/2018,São Lourenço,MUNICIPAL,"Dia de São Lourenço, Padroeiro de Urupês",SP,Urupês 
291,24/09/2018,Aniversário da Cidade,MUNICIPAL,Aniversário de Urupês,SP,Urupês 
292,13/06/2018,Dia de Santo Antônio,MUNICIPAL,,SP,Adamantina 
293,08/12/2018,Feriado Municipal,MUNICIPAL,,SP,Adamantina 
294,30/11/2018,Feriado Municipal,MUNICIPAL,,SP,Adolfo 
295,11/02/2018,Feriado Municipal,MUNICIPAL,,SP,Águas da Prata 
296,03/07/2018,Feriado Municipal,MUNICIPAL,,SP,Águas da Prata 
297,02/07/2018,Feriado Municipal,MUNICIPAL,,SP,Águas de Lindóia 
298,16/11/2018,Feriado Municipal,MUNICIPAL,,SP,Águas de Lindóia 
299,20/04/2018,Feriado Municipal,MUNICIPAL,,SP,Águas de Santa Bárbara 
300,04/12/2018,Feriado Municipal,MUNICIPAL,,SP,Águas de Santa Bárbara 
301,25/07/2018,Feriado Municipal,MUNICIPAL,,SP,Águas de São Pedro 
302,08/12/2018,Feriado Municipal,MUNICIPAL,,SP,Águas de São Pedro 
303,27/07/2018,Feriado Municipal,MUNICIPAL,,SP,Agudos 
304,04/04/2018,Feriado Municipal,MUNICIPAL,,SP,Alfredo Marcondes 
305,24/12/2018,Feriado Municipal,MUNICIPAL,,SP,Alfredo Marcondes 
306,20/01/2018,Feriado Municipal,MUNICIPAL,,SP,Altair 
307,20/11/2018,Dia da Consciência Negra,MUNICIPAL,,SP,Altair 
308,08/12/2018,Feriado Municipal,MUNICIPAL,,SP,Altair 
309,31/12/2018,Feriado Municipal,MUNICIPAL,,SP,Altair 
310,09/03/2018,Feriado Municipal,MUNICIPAL,,SP,Altinópolis 
311,15/09/2018,Feriado Municipal,MUNICIPAL,,SP,Altinópolis 
312,24/06/2018,Feriado Municipal,MUNICIPAL,,SP,Alto Alegre 
313,15/08/2018,Feriado Municipal,MUNICIPAL,,SP,Alto Alegre 
314,02/04/2018,Feriado Municipal,MUNICIPAL,,SP,Alumínio 
315,10/04/2018,Feriado Municipal,MUNICIPAL,,SP,Álvares Florence 
316,24/06/2018,Feriado Municipal,MUNICIPAL,,SP,Álvares Florence 
317,30/11/2018,Feriado Municipal,MUNICIPAL,,SP,Álvares Machado 
318,22/11/2018,Feriado Municipal,MUNICIPAL,,SP,Álvaro de Carvalho 
319,13/06/2018,Dia de Santo Antônio,MUNICIPAL,,SP,Alvinlândia 
320,08/08/2018,Feriado Municipal,MUNICIPAL,,SP,Alvinlândia 
321,13/06/2018,Dia de Santo Antônio,MUNICIPAL,,SP,Americana 
322,21/03/2018,Feriado Municipal,MUNICIPAL,,SP,Américo Brasiliense 
323,24/06/2018,Feriado Municipal,MUNICIPAL,,SP,Américo de Campos 
324,20/11/2018,Dia da Consciência Negra,MUNICIPAL,,SP,Américo de Campos 
325,08/04/2018,Feriado Municipal,MUNICIPAL,,SP,Amparo 
326,08/09/2018,Feriado Municipal,MUNICIPAL,,SP,Amparo 
327,21/06/2018,Feriado Municipal,MUNICIPAL,,SP,Analândia 
328,26/07/2018,Feriado Municipal,MUNICIPAL,,SP,Analândia 
329,20/11/2018,Dia da Consciência Negra,MUNICIPAL,,SP,Analândia 
330,08/12/2018,Feriado Municipal,MUNICIPAL,,SP,Analândia 
331,20/01/2018,Feriado Municipal,MUNICIPAL,,SP,Andradina 
332,11/07/2018,Feriado Municipal,MUNICIPAL,,SP,Andradina 
333,11/03/2018,Feriado Municipal,MUNICIPAL,,SP,Angatuba 
334,15/04/2018,Feriado Municipal,MUNICIPAL,,SP,Anhembi 
335,08/09/2018,Feriado Municipal,MUNICIPAL,,SP,Anhembi 
336,20/11/2018,Dia da Consciência Negra,MUNICIPAL,,SP,Anhembi 
337,06/08/2018,Feriado Municipal,MUNICIPAL,,SP,Anhumas 
338,13/12/2018,Feriado Municipal,MUNICIPAL,,SP,Anhumas 
339,17/12/2018,Feriado Municipal,MUNICIPAL,,SP,Aparecida 
340,22/03/2018,Feriado Municipal,MUNICIPAL,,SP,Aparecida d'Oeste 
341,13/06/2018,Dia de Santo Antônio,MUNICIPAL,,SP,Apiaí 
342,14/08/2018,Feriado Municipal,MUNICIPAL,,SP,Apiaí 
343,19/05/2018,Feriado Municipal,MUNICIPAL,,SP,Araçariguama 
344,16/09/2018,Feriado Municipal,MUNICIPAL,,SP,Araçariguama 
345,02/12/2018,Feriado Municipal,MUNICIPAL,,SP,Araçatuba 
346,07/04/2018,Feriado Municipal,MUNICIPAL,,SP,Araçoiaba da Serra 
347,15/09/2018,Feriado Municipal,MUNICIPAL,,SP,Araçoiaba da Serra 
348,04/04/2018,Feriado Municipal,MUNICIPAL,,SP,Aramina 
349,13/06/2018,Dia de Santo Antônio,MUNICIPAL,,SP,Aramina 
350,20/11/2018,Dia da Consciência Negra,MUNICIPAL,,SP,Aramina 
351,15/08/2018,Feriado Municipal,MUNICIPAL,,SP,Arandu 
352,30/11/2018,Feriado Municipal,MUNICIPAL,,SP,Arandu 
353,22/08/2018,Feriado Municipal,MUNICIPAL,,SP,Araraquara 
354,15/08/2018,Feriado Municipal,MUNICIPAL,,SP,Araras 
355,25/11/2018,Feriado Municipal,MUNICIPAL,,SP,Arealva 
356,15/08/2018,Feriado Municipal,MUNICIPAL,,SP,Areiópolis 
357,14/09/2018,Feriado Municipal,MUNICIPAL,,SP,Areiópolis 
358,10/04/2018,Feriado Municipal,MUNICIPAL,,SP,Ariranha 
359,24/06/2018,Feriado Municipal,MUNICIPAL,,SP,Ariranha 
360,10/04/2018,Feriado Municipal,MUNICIPAL,,SP,Artur Nogueira 
361,15/09/2018,Feriado Municipal,MUNICIPAL,,SP,Artur Nogueira 
362,08/06/2018,Feriado Municipal,MUNICIPAL,,SP,Arujá 
363,06/08/2018,Feriado Municipal,MUNICIPAL,,SP,Arujá 
364,20/11/2018,Dia da Consciência Negra,MUNICIPAL,,SP,Arujá 
365,01/07/2018,Feriado Municipal,MUNICIPAL,,SP,Assis 
366,20/11/2018,Dia da Consciência Negra,MUNICIPAL,,SP,Auriflama 
367,20/01/2018,Feriado Municipal,MUNICIPAL,,SP,Avaí 
368,02/12/2018,Feriado Municipal,MUNICIPAL,,SP,Avaí 
369,13/12/2018,Feriado Municipal,MUNICIPAL,,SP,Avanhandava 
370,29/12/2018,Feriado Municipal,MUNICIPAL,,SP,Avanhandava 
371,15/09/2018,Feriado Municipal,MUNICIPAL,,SP,Avaré 
372,20/01/2018,Feriado Municipal,MUNICIPAL,,SP,Bady Bassitt 
373,18/02/2018,Feriado Municipal,MUNICIPAL,,SP,Bady Bassitt 
374,08/12/2018,Feriado Municipal,MUNICIPAL,,SP,Bady Bassitt 
375,24/06/2018,Feriado Municipal,MUNICIPAL,,SP,Balbinos 
376,08/12/2018,Feriado Municipal,MUNICIPAL,,SP,Balbinos 
377,17/11/2018,Feriado Municipal,MUNICIPAL,,SP,Bálsamo 
378,08/12/2018,Feriado Municipal,MUNICIPAL,,SP,Bálsamo 
379,10/07/2018,Feriado Municipal,MUNICIPAL,,SP,Bananal 
380,06/08/2018,Feriado Municipal,MUNICIPAL,,SP,Bananal 
381,31/01/2018,Feriado Municipal,MUNICIPAL,,SP,Barbosa 
382,29/08/2018,Feriado Municipal,MUNICIPAL,,SP,Barbosa 
383,20/11/2018,Dia da Consciência Negra,MUNICIPAL,,SP,Barbosa 
384,16/06/2018,Feriado Municipal,MUNICIPAL,,SP,Bariri 
385,15/09/2018,Feriado Municipal,MUNICIPAL,,SP,Bariri 
386,21/03/2018,Feriado Municipal,MUNICIPAL,,SP,Barra do Turvo 
387,19/08/2018,Feriado Municipal,MUNICIPAL,,SP,Barra do Turvo 
388,25/08/2018,Feriado Municipal,MUNICIPAL,,SP,Barretos 
389,24/06/2018,Feriado Municipal,MUNICIPAL,,SP,Barrinha 
390,20/11/2018,Dia da Consciência Negra,MUNICIPAL,,SP,Barrinha 
391,30/12/2018,Feriado Municipal,MUNICIPAL,,SP,Barrinha 
392,24/06/2018,Feriado Municipal,MUNICIPAL,,SP,Barueri 
393,18/06/2018,Feriado Municipal,MUNICIPAL,,SP,Bastos 
394,03/12/2018,Feriado Municipal,MUNICIPAL,,SP,Bastos 
395,14/03/2018,Feriado Municipal,MUNICIPAL,,SP,Batatais 
396,06/08/2018,Feriado Municipal,MUNICIPAL,,SP,Batatais 
397,01/08/2018,Feriado Municipal,MUNICIPAL,,SP,Bauru 
398,03/05/2018,Feriado Municipal,MUNICIPAL,,SP,Bebedouro 
399,24/06/2018,Feriado Municipal,MUNICIPAL,,SP,Bebedouro 
400,27/03/2018,Feriado Municipal,MUNICIPAL,,SP,Bento de Abreu 
401,15/08/2018,Feriado Municipal,MUNICIPAL,,SP,Bento de Abreu 
402,20/11/2018,Dia da Consciência Negra,MUNICIPAL,,SP,Bento de Abreu 
403,15/08/2018,Feriado Municipal,MUNICIPAL,,SP,Bernardino de Campos 
404,09/10/2018,Aniversário do município,MUNICIPAL,,SP,Bernardino de Campos 
405,18/04/2018,Feriado Municipal,MUNICIPAL,,SP,Bilac 
406,08/09/2018,Feriado Municipal,MUNICIPAL,,SP,Bilac 
407,05/05/2018,Feriado Municipal,MUNICIPAL,,SP,Biritiba-Mirim 
408,20/01/2018,Feriado Municipal,MUNICIPAL,,SP,Boa Esperança do Sul 
409,21/07/2018,Feriado Municipal,MUNICIPAL,,SP,Boa Esperança do Sul 
410,20/11/2018,Dia da Consciência Negra,MUNICIPAL,,SP,Boa Esperança do Sul 
411,24/06/2018,Feriado Municipal,MUNICIPAL,,SP,Bocaina 
412,09/09/2018,Feriado Municipal,MUNICIPAL,,SP,Bofete 
413,20/11/2018,Dia da Consciência Negra - Lei no 1.914 de 04 de dezembro de 2007,MUNICIPAL,,SP,Bofete 
414,16/08/2018,Feriado Municipal,MUNICIPAL,,SP,Boituva 
415,06/09/2018,Feriado Municipal,MUNICIPAL,,SP,Boituva 
416,06/08/2018,Feriado Municipal,MUNICIPAL,,SP,Bom Jesus dos Perdões 
417,31/03/2018,Feriado Municipal,MUNICIPAL,,SP,Borá 
418,13/06/2018,Dia de Santo Antônio,MUNICIPAL,,SP,Borá 
419,20/01/2018,Feriado Municipal,MUNICIPAL,,SP,Borborema 
420,21/03/2018,Feriado Municipal,MUNICIPAL,,SP,Borborema 
421,20/11/2018,Dia da Consciência Negra,MUNICIPAL,,SP,Bragança Paulista 
422,08/12/2018,Feriado Municipal,MUNICIPAL,,SP,Bragança Paulista 
423,20/01/2018,Feriado Municipal,MUNICIPAL,,SP,Braúna 
424,20/11/2018,Dia da Consciência Negra,MUNICIPAL,,SP,Braúna 
425,22/08/2018,Feriado Municipal,MUNICIPAL,,SP,Brodowski 
426,08/12/2018,Feriado Municipal,MUNICIPAL,,SP,Brodowski 
427,03/05/2018,Feriado Municipal,MUNICIPAL,,SP,Brotas 
428,15/09/2018,Feriado Municipal,MUNICIPAL,,SP,Brotas 
429,25/01/2018,Feriado Municipal,MUNICIPAL,,SP,Buri 
430,13/06/2018,Dia de Santo Antônio,MUNICIPAL,,SP,Buri 
431,16/08/2018,Feriado Municipal,MUNICIPAL,,SP,Buri 
432,20/11/2018,Dia da Consciência Negra,MUNICIPAL,,SP,Buri 
433,24/08/2018,Feriado Municipal,MUNICIPAL,,SP,Buritama 
434,20/11/2018,"Dia da Consciência Negra - Lei No. 3.249, de 18 de novembro de 2008",MUNICIPAL,,SP,Buritama 
435,08/12/2018,Feriado Municipal,MUNICIPAL,,SP,Buritama 
436,28/07/2018,Feriado Municipal,MUNICIPAL,,SP,Buritizal 
437,08/09/2018,Feriado Municipal,MUNICIPAL,,SP,Buritizal 
438,06/08/2018,Feriado Municipal,MUNICIPAL,,SP,Cabrália Paulista 
439,26/12/2018,Feriado Municipal,MUNICIPAL,,SP,Cabrália Paulista 
440,24/03/2018,Feriado Municipal,MUNICIPAL,,SP,Cabreúva 
441,15/09/2018,Feriado Municipal,MUNICIPAL,,SP,Cabreúva 
442,14/04/2018,Feriado Municipal,MUNICIPAL,,SP,Caçapava 
443,24/06/2018,Feriado Municipal,MUNICIPAL,,SP,Caçapava 
444,09/03/2018,Feriado Municipal,MUNICIPAL,,SP,Cachoeira Paulista 
445,13/06/2018,Dia de Santo Antônio,MUNICIPAL,,SP,Cachoeira Paulista 
446,20/11/2018,Dia da Consciência Negra,MUNICIPAL,,SP,Cachoeira Paulista 
447,11/04/2018,Feriado Municipal,MUNICIPAL,,SP,Cafelândia 
448,15/08/2018,Feriado Municipal,MUNICIPAL,,SP,Cafelândia 
449,13/06/2018,Dia de Santo Antônio,MUNICIPAL,,SP,Caiabu 
450,08/12/2018,Feriado Municipal,MUNICIPAL,,SP,Caiabu 
451,30/12/2018,Feriado Municipal,MUNICIPAL,,SP,Caiabu 
452,14/12/2018,Feriado Municipal,MUNICIPAL,,SP,Caieiras 
453,29/06/2018,Feriado Municipal,MUNICIPAL,,SP,Caiuá 
454,20/01/2018,Feriado Municipal,MUNICIPAL,,SP,Cajamar 
455,18/02/2018,Feriado Municipal,MUNICIPAL,,SP,Cajamar 
456,19/05/2018,Feriado Municipal,MUNICIPAL,,SP,Cajati 
457,13/06/2018,Dia de Santo Antônio,MUNICIPAL,,SP,Cajati 
458,13/05/2018,Feriado Municipal,MUNICIPAL,,SP,Cajobi 
459,15/08/2018,Feriado Municipal,MUNICIPAL,,SP,Cajobi 
460,20/01/2018,Feriado Municipal,MUNICIPAL,,SP,Cajuru 
461,11/07/2018,Feriado Municipal,MUNICIPAL,,SP,Cajuru 
462,18/08/2018,Feriado Municipal,MUNICIPAL,,SP,Cajuru 
463,21/03/2018,Feriado Municipal,MUNICIPAL,,SP,Campo Limpo Paulista 
464,29/04/2018,Feriado Municipal,MUNICIPAL,,SP,Campos do Jordão 
465,01/10/2018,"Dia de Santa Teresinha do Menino Jesus, Padroeira da cidade",MUNICIPAL,,SP,Campos do Jordão 
466,10/03/2018,Feriado Municipal,MUNICIPAL,,SP,Campos Novos Paulista 
467,24/06/2018,Feriado Municipal,MUNICIPAL,,SP,Campos Novos Paulista 
468,24/06/2018,Feriado Municipal,MUNICIPAL,,SP,Cananéia 
469,12/08/2018,Feriado Municipal,MUNICIPAL,,SP,Cananéia 
470,15/08/2018,Feriado Municipal,MUNICIPAL,,SP,Cananéia 
471,20/11/2018,Dia da Consciência Negra,MUNICIPAL,,SP,Cananéia 
472,22/03/2018,Feriado Municipal,MUNICIPAL,,SP,Canas 
473,24/05/2018,Feriado Municipal,MUNICIPAL,,SP,Canas 
474,15/09/2018,Feriado Municipal,MUNICIPAL,,SP,Cândido Mota 
475,18/02/2018,Feriado Municipal,MUNICIPAL,,SP,Cândido Rodrigues 
476,13/06/2018,Dia de Santo Antônio,MUNICIPAL,,SP,Cândido Rodrigues 
477,16/08/2018,Feriado Municipal,MUNICIPAL,,SP,Cândido Rodrigues 
478,02/04/2018,Feriado Municipal,MUNICIPAL,,SP,Capão Bonito 
479,20/11/2018,Dia da Consciência Negra,MUNICIPAL,,SP,Capão Bonito 
480,08/12/2018,Feriado Municipal,MUNICIPAL,,SP,Capão Bonito 
481,26/03/2018,Feriado Municipal,MUNICIPAL,,SP,Capela do Alto 
482,29/05/2018,Feriado Municipal,MUNICIPAL,,SP,Capela do Alto 
483,24/06/2018,Feriado Municipal,MUNICIPAL,,SP,Capivari 
484,20/04/2018,Feriado Municipal,MUNICIPAL,,SP,Caraguatatuba 
485,13/06/2018,Dia de Santo Antônio,MUNICIPAL,,SP,Caraguatatuba 
486,26/03/2018,Feriado Municipal,MUNICIPAL,,SP,Carapicuíba 
487,29/06/2018,Feriado Municipal,MUNICIPAL,,SP,Carapicuíba 
488,20/01/2018,Feriado Municipal,MUNICIPAL,,SP,Cardoso 
489,20/11/2018,Dia da Consciência Negra,MUNICIPAL,,SP,Cardoso 
490,15/09/2018,Feriado Municipal,MUNICIPAL,,SP,Casa Branca 
491,06/01/2018,Feriado Municipal,MUNICIPAL,,SP,Cássia dos Coqueiros 
492,18/02/2018,Feriado Municipal,MUNICIPAL,,SP,Cássia dos Coqueiros 
493,22/05/2018,Feriado Municipal,MUNICIPAL,,SP,Cássia dos Coqueiros 
494,29/06/2018,Feriado Municipal,MUNICIPAL,,SP,Cássia dos Coqueiros 
495,10/08/2018,Feriado Municipal,MUNICIPAL,,SP,Castilho 
496,14/04/2018,Aniversário do município,MUNICIPAL,,SP,Catanduva 
497,20/01/2018,Feriado Municipal,MUNICIPAL,,SP,Catiguá 
498,03/05/2018,Feriado Municipal,MUNICIPAL,,SP,Catiguá 
499,04/07/2018,Feriado Municipal,MUNICIPAL,,SP,Catiguá 
500,21/06/2018,Feriado Municipal,MUNICIPAL,,SP,Cedral 
501,08/12/2018,Feriado Municipal,MUNICIPAL,,SP,Cedral 
502,10/10/2018,Aniversário da cidade,MUNICIPAL,,SP,Cerqueira César 
503,20/11/2018,Dia da Consciência Negra,MUNICIPAL,,SP,Cerqueira César 
504,03/04/2018,Feriado Municipal,MUNICIPAL,,SP,Cerquilho 
505,03/05/2018,Feriado Municipal,MUNICIPAL,,SP,Cesário Lange 
506,14/09/2018,Feriado Municipal,MUNICIPAL,,SP,Cesário Lange 
507,08/12/2018,Feriado Municipal,MUNICIPAL,,SP,Charqueada 
508,04/12/2018,Feriado Municipal,MUNICIPAL,,SP,Chavantes 
509,24/06/2018,Feriado Municipal,MUNICIPAL,,SP,Clementina 
510,20/11/2018,Dia da Consciência Negra,MUNICIPAL,,SP,Clementina 
511,08/12/2018,Feriado Municipal,MUNICIPAL,,SP,Colina 
512,18/02/2018,Feriado Municipal,MUNICIPAL,,SP,Colômbia 
513,16/07/2018,Feriado Municipal,MUNICIPAL,,SP,Colômbia 
514,20/11/2018,Dia da Consciência Negra,MUNICIPAL,,SP,Colômbia 
515,09/04/2018,Feriado Municipal,MUNICIPAL,,SP,Conchal 
516,13/06/2018,Dia de Santo Antônio,MUNICIPAL,,SP,Conchas 
517,06/08/2018,Feriado Municipal,MUNICIPAL,,SP,Conchas 
518,04/12/2018,Feriado Municipal,MUNICIPAL,,SP,Conchas 
519,13/06/2018,Dia de Santo Antônio,MUNICIPAL,,SP,Cordeirópolis 
520,20/01/2018,Feriado Municipal,MUNICIPAL,,SP,Coroados 
521,13/06/2018,Dia de Santo Antônio,MUNICIPAL,,SP,Coroados 
522,21/03/2018,Feriado Municipal,MUNICIPAL,,SP,Coronel Macedo 
523,05/04/2018,Feriado Municipal,MUNICIPAL,,SP,Coronel Macedo 
524,06/06/2018,Feriado Municipal,MUNICIPAL,,SP,Coronel Macedo 
525,08/12/2018,Feriado Municipal,MUNICIPAL,,SP,Coronel Macedo 
526,20/11/2018,Dia da Consciência Negra,MUNICIPAL,,SP,Corumbataí 
527,30/11/2018,Aniversário do Município,MUNICIPAL,,SP,Cosmópolis 
528,13/06/2018,Dia de Santo Antônio,MUNICIPAL,,SP,Cosmorama 
529,02/04/2018,Feriado Municipal,MUNICIPAL,,SP,Cotia 
530,08/09/2018,Feriado Municipal,MUNICIPAL,,SP,Cotia 
531,28/07/2018,Feriado Municipal,MUNICIPAL,,SP,Cristais Paulista 
532,15/08/2018,Feriado Municipal,MUNICIPAL,,SP,Cristais Paulista 
533,20/11/2018,Dia da,MUNICIPAL,,SP,Cristais Paulista 
534,04/04/2018,Feriado Municipal,MUNICIPAL,,SP,Cruzália 
535,08/12/2018,Feriado Municipal,MUNICIPAL,,SP,Cruzália 
536,09/04/2018,Feriado Municipal,MUNICIPAL,,SP,Cubatão 
537,15/08/2018,Feriado Municipal,MUNICIPAL,,SP,Cubatão 
538,20/04/2018,Feriado Municipal,MUNICIPAL,,SP,Cunha 
539,08/12/2018,Feriado Municipal,MUNICIPAL,,SP,Cunha 
540,08/09/2018,Feriado Municipal,MUNICIPAL,,SP,Descalvado 
541,30/03/2018,Sexta-feira Santa,MUNICIPAL,,SP,Diadema 
542,31/05/2018,Corpus Christi,MUNICIPAL,,SP,Diadema 
543,08/12/2018,"Aniversário da cidade e Dia da Imaculada Conceição, padroeira da cidade",MUNICIPAL,,SP,Diadema 
